Cost,Crit Reliablity,Surplus,Dropped Transfers,Number of Leases,Dropped Transfers Cost,Algorithm
0.1002455148,0.9983333333,0.1489535471,0.0238334648,0.02,0.018716,NSGAII
0.1004371059,0.9966666667,0.1706043932,0.0279471511,0.0078,0.0129825,NSGAII
0.1023206015,0.9925,0.1499255657,0.026560631,0.0151,0.0118125,NSGAII
0.0951979772,0.9966666667,0.1308611853,0.0225727733,0.0235,0.028641,NSGAII
0.0911843072,0.9983333333,0.1228401196,0.0319631354,0.0268,0.023772,NSGAII
0.09057466,0.9941666667,0.1145071217,0.0275832082,0.0301,0.027708,NSGAII
0.0971230317,1,0.1188683469,0.0239562196,0.045,0.028815,NSGAII
0.0899811665,0.9966666667,0.1131589549,0.0272245729,0.0437,0.0256195,NSGAII
0.0890433196,0.9975,0.1181611828,0.0293317254,0.0649,0.02535,NSGAII
0.0941018597,0.9925,0.1287468,0.0239963686,0.0347,0.023545,NSGAII
0.1003349954,0.9991666667,0.1599303031,0.0226848358,0.0159,0.0192415,NSGAII
0.0907736604,0.9966666667,0.1126002697,0.0277780765,0.0317,0.030495,NSGAII
0.0964317156,0.9925,0.1178573311,0.0258848768,0.0238,0.0262915,NSGAII
0.1004562112,0.995,0.174268633,0.0232053027,0.0074,0.0117975,NSGAII
0.1006353932,0.9975,0.1701454782,0.0186110993,0.0117,0.0217365,NSGAII
0.1003971048,0.9966666667,0.175067831,0.0110085499,0.0429,0.0295665,NSGAII
0.1021988341,0.9941666667,0.147165173,0.0153029155,0.0148,0.02679,NSGAII
0.0988101574,0.9966666667,0.1662568715,0.01841867,0.0096,0.0258435,NSGAII
0.1018539806,0.9925,0.1495145416,0.0155905156,0.0115,0.042879,NSGAII
0.0961646176,0.9925,0.1456625392,0.0219499194,0.0118,0.026865,NSGAII
0.0958046009,0.99,0.1476038849,0.0258830824,0.0197,0.0145455,NSGAII
0.0947946739,0.9933333333,0.1343653122,0.0199687407,0.0366,0.0322905,NSGAII
0.091568459,0.9983333333,0.1277776532,0.035393875,0.0188,0.0283875,NSGAII
0.1028713371,0.9966666667,0.1496382255,0.0307258565,0.0117,0.0119805,NSGAII
0.0889513388,0.9941666667,0.123678221,0.0303650801,0.0312,0.0299175,NSGAII
0.1028878622,0.9966666667,0.1750790217,0.0188739739,0.0073,0.010686,NSGAII
0.092607959,0.9983333333,0.1238623544,0.0305942645,0.024,0.02356,NSGAII
0.0996001949,0.99,0.178391361,0.0118779909,0.0079,0.041252,NSGAII
0.0952544273,0.9908333333,0.1359661195,0.0270548649,0.0167,0.0214625,NSGAII
0.1016910012,0.9941666667,0.1656818478,0.0156707065,0.0073,0.0217845,NSGAII
0.1053375387,0.9941666667,0.199504289,0.0071402311,0.0127,0.0302635,NSGAII
0.0934446823,0.9925,0.1278715877,0.0318616494,0.013,0.028131,NSGAII
0.1064450912,0.9983333333,0.1743275263,0.0153975405,0.0102,0.0237255,NSGAII
0.0906871329,0.9991666667,0.1197565497,0.0320091833,0.0349,0.023947,NSGAII
0.0979855241,0.9966666667,0.1546165809,0.0274096268,0.012,0.02214,NSGAII
0.099655417,0.9983333333,0.1675748979,0.0293256045,0.0114,0.013485,NSGAII
0.097891381,0.9966666667,0.1539983071,0.0159879454,0.0508,0.0295185,NSGAII
0.0961178849,0.99,0.1513255927,0.0157588958,0.0498,0.030514,NSGAII
0.0996617064,0.9966666667,0.1764432274,0.0158922357,0.0289,0.0279225,NSGAII
0.1032567635,0.995,0.1778969663,0.0110996357,0.0078,0.038854,NSGAII
0.0988818737,0.9916666667,0.1614249979,0.0238190996,0.0137,0.0125685,NSGAII
0.1007496707,0.9975,0.1849420982,0.0189963785,0.0078,0.023877,NSGAII
0.0944572758,0.9958333333,0.1298826095,0.0273226181,0.0193,0.027981,NSGAII
0.089307744,0.995,0.1147324087,0.0269340105,0.0272,0.030603,NSGAII
0.1042254766,0.9908333333,0.1774266499,0.0079100593,0.0145,0.036603,NSGAII
0.096874678,0.9916666667,0.1453139413,0.0233741156,0.0114,0.0238835,NSGAII
0.0978633505,0.9933333333,0.1484195605,0.0277326814,0.0113,0.0136785,NSGAII
0.0970755161,0.9925,0.1436033526,0.0236667469,0.0129,0.0206055,NSGAII
0.0996598835,0.995,0.1605666933,0.0233605761,0.0095,0.0123825,NSGAII
0.0915377373,0.9983333333,0.114365957,0.0266327653,0.0275,0.027592,NSGAII
0.0961662174,0.9983333333,0.1365824399,0.0340925175,0.0186,0.0159555,NSGAII
0.0899194626,0.9983333333,0.1154539977,0.025556141,0.0356,0.0301245,NSGAII
0.0960804481,0.9966666667,0.1485226566,0.0237952298,0.024,0.0236305,NSGAII
0.0975291429,0.9983333333,0.1489428337,0.0268932114,0.0181,0.0231305,NSGAII
0.0944729972,0.9933333333,0.1295101267,0.0234059221,0.0267,0.0263785,NSGAII
0.0976209632,0.9975,0.1564168781,0.0272844283,0.0217,0.0134325,NSGAII
0.0906975839,0.9975,0.1239889731,0.0336500006,0.025,0.023946,NSGAII
0.0953715067,0.9941666667,0.1401110141,0.0328867681,0.0147,0.015588,NSGAII
0.1012840932,0.9983333333,0.190943929,0.0157857875,0.0098,0.023688,NSGAII
0.0965095362,0.9966666667,0.1477876361,0.0317392809,0.0156,0.0150255,NSGAII
0.0947814517,0.9908333333,0.1337050646,0.0309796941,0.0142,0.016239,NSGAII
0.0959287275,0.9941666667,0.133577026,0.0351110309,0.0115,0.024158,NSGAII
0.0922317184,0.9991666667,0.1208502575,0.0316972175,0.0311,0.01845,NSGAII
0.0935406952,0.995,0.1189190494,0.0320026952,0.0195,0.0239015,NSGAII
0.0914514938,0.9933333333,0.1190840941,0.0333910341,0.0196,0.0242845,NSGAII
0.0980579482,0.9916666667,0.1484850492,0.0195968791,0.0182,0.020117,NSGAII
0.0953653832,0.9966666667,0.137209488,0.0237424521,0.0245,0.0274005,NSGAII
0.090563418,0.9983333333,0.1212339157,0.0316214112,0.0246,0.0249875,NSGAII
0.1066663714,0.9958333333,0.1992181732,0.0077721378,0.0186,0.027952,NSGAII
0.1051393892,0.9933333333,0.1948394811,0.0075502983,0.0078,0.033653,NSGAII
0.1007406674,0.9983333333,0.1761541422,0.0253103023,0.0109,0.0119445,NSGAII
0.0967622358,0.9941666667,0.150230857,0.0268395554,0.0119,0.0261375,NSGAII
0.0988159463,0.9983333333,0.1632074541,0.0279207556,0.0218,0.0133275,NSGAII
0.0899778053,0.995,0.1162304429,0.0273689851,0.0378,0.0278525,NSGAII
0.0952135162,0.9991666667,0.1185078313,0.0196114916,0.0883,0.032574,NSGAII
0.1047693675,0.9966666667,0.3171149435,1.33E-04,0.0023,0.01095,NSGAII
0.107422422,0.9983333333,0.1992827886,0.0152655148,0.0065,0.0090165,NSGAII
0.0995272092,0.9941666667,0.1746567552,0.0182646116,0.0074,0.018558,NSGAII
0.0950227935,0.9916666667,0.1190271512,0.0236661085,0.0255,0.028344,NSGAII
0.0995254525,0.9916666667,0.1714385411,0.0155284233,0.0079,0.039995,NSGAII
0.0961897675,0.9908333333,0.1584502546,0.0224341478,0.0131,0.0204565,NSGAII
0.1016533086,0.9908333333,0.1495470348,0.0281681495,0.0143,0.0118035,NSGAII
0.0905523544,0.9966666667,0.1168531226,0.0268998577,0.0353,0.027839,NSGAII
0.1016488208,0.9983333333,0.1793392594,0.0300632469,0.0078,0.0133095,NSGAII
0.1056760767,0.9983333333,0.32703333,2.07E-04,9.00E-04,0.00975,NSGAII
0.0904495234,0.995,0.1191746709,0.0310239062,0.0194,0.0300765,NSGAII
0.0907301982,0.9975,0.1176180852,0.0318837187,0.0219,0.029724,NSGAII
0.0928852698,0.9908333333,0.1183546511,0.0317523063,0.0159,0.029472,NSGAII
0.1005319515,0.9925,0.1943455938,0.0097450174,0.0066,0.038869,NSGAII
0.0932746694,0.9925,0.1288636873,0.039625857,0.0119,0.0195555,NSGAII
0.0962096454,0.9933333333,0.1575756813,0.0177068789,0.0171,0.0267675,NSGAII
0.1004989402,0.9925,0.1722949117,0.0119002424,0.011,0.026334,NSGAII
0.1014515617,0.9925,0.1798022018,0.0114754996,0.0079,0.036275,NSGAII
0.096822454,0.9983333333,0.1382158526,0.0347554358,0.0139,0.01599,NSGAII
0.0926270658,0.9983333333,0.123536699,0.0267881841,0.0521,0.023546,NSGAII
0.0977743737,0.995,0.1535478465,0.0154742111,0.0278,0.030984,NSGAII
0.102975467,0.9966666667,0.2009562795,0.0153380577,0.0075,0.010392,NSGAII
0.0897592876,0.99,0.1164805315,0.0306247127,0.0256,0.0275725,NSGAII
0.0890841679,0.9983333333,0.1165396305,0.0277937161,0.0367,0.030525,NSGAII
0.1052192447,0.9966666667,0.1763821235,0.015941143,0.0078,0.0202855,NSGAII
0.100523992,0.9966666667,0.1872171131,0.0152527908,0.0079,0.024081,NSGAII
0.0984799466,0.9941666667,0.1667286437,0.0176970626,0.0117,0.0226225,NSGAII
0.1011150408,0.9966666667,0.1741310979,0.0224050829,0.007,0.0113445,NSGAII
0.1038818627,0.9925,0.1497840511,0.0156838887,0.0106,0.025671,NSGAII
0.1013505253,0.9941666667,0.1498511372,0.0257773072,0.0192,0.011937,NSGAII
0.1028202957,0.995,0.1900242456,0.0111948495,0.0077,0.0236175,NSGAII
0.107295695,0.9983333333,0.2075111547,0.0114146678,0.0099,0.0227685,NSGAII
0.1047496302,0.9908333333,0.1756951154,0.0077636256,0.011,0.0427625,NSGAII
0.0976708708,0.995,0.147460695,0.0274805974,0.0169,0.0140655,NSGAII
0.1007399589,0.9966666667,0.1756965237,0.0188610461,0.0073,0.0242625,NSGAII
0.1048253352,0.9966666667,0.1733873481,0.0157204042,0.0107,0.0171855,NSGAII
0.107772432,0.9983333333,0.3296392203,4.25E-04,0.0024,0.00712,NSGAII
0.1030833718,0.9941666667,0.1486923456,0.0196797348,0.0132,0.022802,NSGAII
0.0917100335,0.9983333333,0.1183952071,0.0326477997,0.0226,0.029229,NSGAII
0.1059783091,0.9933333333,0.1754592968,0.0119616035,0.0112,0.023976,NSGAII
0.0988346736,0.9966666667,0.1499946347,0.0149882015,0.0391,0.032145,NSGAII
0.1066772357,0.9933333333,0.17923039,0.0158736362,0.0076,0.015759,NSGAII
0.0890077369,0.9933333333,0.1229188645,0.0300795071,0.0495,0.027567,NSGAII
0.1074359829,0.9983333333,0.2991491369,0.0019271477,0.0079,0.018894,NSGAII
0.0902971856,0.99,0.1212676788,0.0317895742,0.0235,0.023946,NSGAII
0.0901721491,0.9908333333,0.1209973508,0.0316282612,0.026,0.023946,NSGAII
0.0907613965,0.9916666667,0.1188884976,0.0335447754,0.0242,0.023946,NSGAII
0.0962286433,0.995,0.1453057086,0.0313012716,0.0154,0.014913,NSGAII
0.0908093451,0.9916666667,0.118403973,0.0300675442,0.0192,0.027555,NSGAII
0.0998787905,0.9983333333,0.1555419382,0.0261351693,0.0136,0.0124275,NSGAII
0.0900273638,0.9983333333,0.1167820726,0.0298363385,0.0277,0.030372,NSGAII
0.0961470577,0.9933333333,0.1427178891,0.019654288,0.0215,0.0276015,NSGAII
0.089804334,0.9983333333,0.1130989299,0.0235248709,0.0491,0.034638,NSGAII
0.0947042313,0.9966666667,0.1436218532,0.0437466868,0.0119,0.0189885,NSGAII
0.1023569936,0.9966666667,0.1740583254,0.0199930141,0.0098,0.01068,NSGAII
0.1055757514,0.99,0.2029183607,0.007999951,0.0116,0.0276975,NSGAII
0.1015366996,0.9983333333,0.1831162917,0.0223306969,0.0078,0.0192985,NSGAII
0.1015325489,0.9975,0.147164125,0.0271891266,0.0152,0.013257,NSGAII
0.1060793488,0.99,0.178717517,0.0076231958,0.0137,0.0356925,NSGAII
0.0973684191,0.9933333333,0.1408390753,0.015669325,0.0299,0.0281385,NSGAII
0.1036905765,0.9983333333,0.1789448528,0.0199060765,0.0083,0.010137,NSGAII
0.0992864908,0.9941666667,0.1760802459,0.0151855914,0.0114,0.0223755,NSGAII
0.1042791822,0.9966666667,0.3423013829,1.73E-04,0.0011,0.01191,NSGAII
0.0914628792,0.9983333333,0.1233061958,0.0352928488,0.0238,0.0189165,NSGAII
0.0952718742,0.9975,0.1388943802,0.0308464098,0.027,0.0153855,NSGAII
0.1010075353,0.9983333333,0.1912114972,0.0186116762,0.0094,0.01056,NSGAII
0.0920525886,0.9966666667,0.1193001996,0.0238109389,0.0341,0.029571,NSGAII
0.0961210534,0.9983333333,0.1322717475,0.0307901031,0.0188,0.0161205,NSGAII
0.0978729019,0.9991666667,0.1356235556,0.0307686606,0.0146,0.014922,NSGAII
0.0970889891,0.9925,0.1372672146,0.0259215103,0.0104,0.0216215,NSGAII
0.0926260429,0.9975,0.1310920122,0.0307563923,0.0265,0.0172275,NSGAII
0.0987963955,0.9975,0.1528892964,0.0197144635,0.0132,0.023128,NSGAII
0.0916955185,0.9983333333,0.1191481046,0.0344492831,0.034,0.019143,NSGAII
0.0906932495,0.9991666667,0.1280445907,0.0351213322,0.0307,0.01914,NSGAII
0.0954303832,0.9966666667,0.1199894394,0.0262278674,0.0264,0.0226575,NSGAII
0.0953001667,0.9966666667,0.1243014513,0.0270422808,0.0197,0.0266195,NSGAII
0.0932618492,0.9966666667,0.1273119813,0.0271744995,0.0239,0.0233215,NSGAII
0.0951295575,0.9925,0.1306538787,0.0317087151,0.0146,0.0211815,NSGAII
0.0970880087,0.9983333333,0.1368739022,0.0198064861,0.033,0.0273015,NSGAII
0.0942417948,0.9933333333,0.1404115733,0.0189076148,0.0572,0.0301255,NSGAII
0.1015994275,0.9925,0.1493775048,0.0227112973,0.0115,0.0125595,NSGAII
0.0975807374,0.9925,0.1488149771,0.0238027427,0.0105,0.0199795,NSGAII
0.0988441095,0.9925,0.1491027053,0.0158988757,0.0245,0.03156,NSGAII
0.0951261259,0.9908333333,0.1369692735,0.0226940087,0.0134,0.0277095,NSGAII
0.1007034228,0.9941666667,0.1844467473,0.0118666883,0.0098,0.024858,NSGAII
0.0904985121,0.9983333333,0.1195056156,0.0323256374,0.0258,0.0272705,NSGAII
0.0921026822,0.99,0.1248736309,0.0314143415,0.0163,0.018129,NSGAII
0.1014946443,0.9941666667,0.1845692794,0.0154129662,0.0079,0.017374,NSGAII
0.0948753699,0.9966666667,0.1349098176,0.0349874116,0.0159,0.0273135,NSGAII
0.0925240667,0.9958333333,0.1263848062,0.0190430548,0.0874,0.0324185,NSGAII
0.0944940554,0.9966666667,0.135245428,0.0320598495,0.0352,0.015879,NSGAII
0.1030029828,0.9975,0.1486796863,0.0150902999,0.0227,0.042291,NSGAII
0.1014990005,0.995,0.1692644596,0.0118729812,0.0112,0.025833,NSGAII
0.0990104338,0.9991666667,0.146369198,0.0187838404,0.0236,0.0269685,NSGAII
0.0986009026,0.9991666667,0.1488630551,0.0177097587,0.0262,0.029794,NSGAII
0.0970441929,0.9925,0.1564804426,0.0177358592,0.0148,0.026892,NSGAII
0.1007838417,0.9966666667,0.1669423153,0.0237950263,0.011,0.011865,NSGAII
0.0944341813,0.9933333333,0.1191601549,0.0274239356,0.0254,0.0237485,NSGAII
0.1037131675,0.9983333333,0.2047783529,0.0119547549,0.0223,0.026237,NSGAII
0.1004674055,0.9983333333,0.1483972153,0.015957859,0.0555,0.029064,NSGAII
0.10684549,0.9983333333,0.147127429,0.0314742632,0.0104,0.012588,NSGAII
0.1061237993,0.995,0.2148056474,0.0068665024,0.0079,0.034399,NSGAII
0.0971577295,0.9941666667,0.1161602804,0.0199329674,0.0559,0.0341295,NSGAII
0.0955339948,0.995,0.138878566,0.0168257257,0.022,0.028194,NSGAII
0.0937143968,0.9933333333,0.131972376,0.0197857548,0.0449,0.032615,NSGAII
0.0897137363,0.9983333333,0.1189424105,0.0312133383,0.0309,0.0301605,NSGAII
0.0924823248,0.9991666667,0.1196249374,0.0338625221,0.0224,0.0235855,NSGAII
0.1045306943,0.9975,0.2669612186,0.0021200032,0.0101,0.0235255,NSGAII
0.0927823648,0.9916666667,0.1278696366,0.0315418352,0.0156,0.0227675,NSGAII
0.0929383736,0.9966666667,0.1191543886,0.0316230986,0.0199,0.0295425,NSGAII
0.090814603,0.9983333333,0.1299040105,0.0371702852,0.0267,0.019122,NSGAII
0.0980513202,0.9991666667,0.1473457525,0.0235741349,0.0166,0.0258645,NSGAII
0.1097939072,0.9991666667,0.3453275769,3.98E-04,0.003,0.00379,NSGAII
0.095289229,0.9983333333,0.1308129065,0.0308374174,0.0402,0.015987,NSGAII
0.093497069,0.9966666667,0.1345378923,0.0433636266,0.0117,0.0200025,NSGAII
0.0917734663,0.9983333333,0.1316873247,0.039980488,0.0185,0.019353,NSGAII
0.1044030635,0.9916666667,0.1792341632,0.0118519676,0.0135,0.023721,NSGAII
0.0907749108,0.9908333333,0.1284391803,0.0375400105,0.0191,0.0189135,NSGAII
0.0986539116,0.9966666667,0.1170118169,0.019362864,0.0848,0.031918,NSGAII
0.0958368885,0.9983333333,0.1446016501,0.0194526671,0.0682,0.0301165,NSGAII
0.1079687531,0.9983333333,0.2017699085,0.0115006319,0.0068,0.035851,NSGAII
0.090675869,0.9958333333,0.1194226075,0.0308067359,0.0417,0.0238905,NSGAII
0.0997446843,0.9991666667,0.1649982313,0.0186820392,0.0146,0.0250095,NSGAII
0.0944047927,0.9916666667,0.1190656773,0.027497083,0.0211,0.02886,NSGAII
0.0989770986,0.9925,0.1484928589,0.0197443111,0.0127,0.0232055,NSGAII
0.0969261773,0.9983333333,0.141041457,0.0420547578,0.0112,0.0183825,NSGAII
0.0983564141,0.9933333333,0.1184790645,0.023926419,0.0272,0.028644,NSGAII
0.0953563496,0.9941666667,0.1162646852,0.023479717,0.0293,0.029448,NSGAII
0.0981925869,0.9966666667,0.1449254066,0.0266835767,0.0192,0.0199085,NSGAII
0.1020273367,0.99,0.1492680244,0.0119981693,0.0517,0.031347,NSGAII
0.0920892323,0.9908333333,0.1295291444,0.0319878135,0.0132,0.0289815,NSGAII
0.0948365085,0.9983333333,0.1329147427,0.0221382273,0.032,0.030601,NSGAII
0.1056693642,0.9983333333,0.1895388193,0.010992576,0.0128,0.0239895,NSGAII
0.0954898579,0.9983333333,0.1388103745,0.0455497782,0.0117,0.0204585,NSGAII
0.0982047409,0.9925,0.1483611171,0.0177574621,0.0118,0.0266955,NSGAII
0.0906848988,0.9933333333,0.1268271626,0.0347503914,0.0187,0.0236005,NSGAII
0.1030465074,0.9966666667,0.1997055049,0.0118268817,0.0075,0.0244995,NSGAII
0.0952966518,0.9925,0.144497414,0.0192175805,0.0469,0.0299835,NSGAII
0.1097579601,0.9975,0.2972281532,0.0015433085,0.0069,0.011822,NSGAII
0.0987267389,0.9908333333,0.1494030162,0.0157156717,0.0096,0.02685,NSGAII
0.0893543083,0.9966666667,0.111239177,0.0235215534,0.0387,0.031017,NSGAII
0.1025971035,0.99,0.1769015837,0.0074726085,0.0101,0.036407,NSGAII
0.0958239102,0.9908333333,0.144100465,0.0156605862,0.0525,0.030985,NSGAII
0.0899571161,0.99,0.1229042745,0.0312430984,0.0198,0.029943,NSGAII
0.101432118,0.99,0.1492808698,0.0109739345,0.0605,0.032138,NSGAII
0.093928973,0.9966666667,0.139589124,0.0446026679,0.0115,0.019944,NSGAII
0.0888810848,0.9966666667,0.1068538119,0.0231642079,0.0447,0.0312615,NSGAII
0.0962727536,0.9916666667,0.1497607859,0.0169136261,0.0141,0.027483,NSGAII
0.0934735035,0.9933333333,0.1348186126,0.0197292171,0.0711,0.0313015,NSGAII
0.0983486516,0.9925,0.1681079014,0.0199557605,0.0127,0.018538,NSGAII
0.0953566566,0.99,0.138068863,0.0233376957,0.0119,0.027552,NSGAII
0.0989645415,0.9966666667,0.1471170284,0.0318172769,0.0119,0.0143865,NSGAII
0.0948979621,0.99,0.1386044982,0.0191229799,0.0275,0.032364,NSGAII
0.0938356857,0.99,0.1301859198,0.0222431537,0.0175,0.0284415,NSGAII
0.1079069139,0.9975,0.2985725594,0.0014109889,0.0081,0.015645,NSGAII
0.0926750956,0.9983333333,0.1180267571,0.0347114308,0.0313,0.0186525,NSGAII
0.0987564579,0.9941666667,0.1469983221,0.0270883197,0.0158,0.013518,NSGAII
0.0988947521,0.9941666667,0.1466139725,0.0273944475,0.0119,0.0188815,NSGAII
0.0964296224,0.9958333333,0.1461902192,0.0275402998,0.021,0.0199795,NSGAII
0.1003987745,0.9983333333,0.1372455021,0.0154929551,0.0391,0.0325755,NSGAII
0.0970701398,0.9983333333,0.1387081934,0.0229915138,0.0205,0.0274545,NSGAII
0.1024409202,0.9925,0.188111504,0.0110393279,0.0083,0.0239895,NSGAII
0.0908222795,0.9966666667,0.1249950339,0.0337747156,0.0198,0.0292755,NSGAII
0.0881073138,0.9983333333,0.1099150602,0.0235044191,0.1083,0.0331955,NSGAII
0.0951893062,0.9991666667,0.137164628,0.0235434516,0.0372,0.027297,NSGAII
0.0960073544,0.9916666667,0.1443426787,0.0277528205,0.0114,0.0239185,NSGAII
0.0925472915,0.9966666667,0.1180251008,0.0316019769,0.0235,0.0272685,NSGAII
0.0952600178,0.9941666667,0.1327296869,0.0385363339,0.0114,0.017907,NSGAII
0.0961106706,0.9966666667,0.1339026679,0.0227417047,0.0194,0.0270915,NSGAII
0.0933064477,0.9966666667,0.1194269737,0.0351168085,0.0223,0.0188805,NSGAII
0.0998605914,0.995,0.164648988,0.0251427482,0.0142,0.0117795,NSGAII
0.1114708875,0.9983333333,0.2985953578,0.0013403341,0.0039,0.010452,NSGAII
0.0978663519,0.9908333333,0.1482662753,0.0154783573,0.023,0.0314835,NSGAII
0.1007251238,0.9966666667,0.148370097,0.0263116813,0.0112,0.0246915,NSGAII
0.1045883003,0.9983333333,0.1984701255,0.0140262076,0.007,0.015627,NSGAII
0.1070419266,0.9983333333,0.2889380615,0.0015932023,0.0102,0.0205185,NSGAII
0.1044902703,0.995,0.1494390117,0.025828709,0.0118,0.011997,NSGAII
0.0943042323,0.99,0.1317687473,0.0198959096,0.0488,0.0307885,NSGAII
0.0930154558,0.995,0.1185440208,0.0199248483,0.0805,0.03293,NSGAII
0.0933096398,0.9966666667,0.1147394527,0.0198182126,0.0858,0.032936,NSGAII
0.0985828954,0.9925,0.1625817938,0.0157269925,0.0124,0.023276,NSGAII
0.0929462276,0.9941666667,0.1277663464,0.0381964947,0.0119,0.0255775,NSGAII
0.0998457003,0.9991666667,0.1775173044,0.0243680364,0.0092,0.0237945,NSGAII
0.0929875175,0.9925,0.1214559113,0.0319130428,0.02,0.023621,NSGAII
0.104142836,0.9958333333,0.3124612691,2.89E-04,0.0018,0.01182,NSGAII
0.1018409608,0.9941666667,0.1493596677,0.0288320236,0.0119,0.0118905,NSGAII
0.102077074,0.9941666667,0.1473535412,0.0196787195,0.0119,0.0257865,NSGAII
0.1036333182,0.9925,0.2039136008,0.0077323701,0.007,0.0453825,NSGAII
0.1033396829,0.9941666667,0.3072166864,4.45E-04,0.0017,0.01389,NSGAII
0.1048079173,0.9925,0.2927151901,2.87E-04,0.002,0.011105,NSGAII
0.1047026621,0.9983333333,0.3406752929,1.62E-04,9.00E-04,0.01092,NSGAII
0.1080275268,0.9966666667,0.2088862634,0.007758621,0.0096,0.0371375,NSGAII
0.0958551922,0.9966666667,0.1463063775,0.0276152415,0.0154,0.0268065,NSGAII
0.1055812112,0.9925,0.1960225668,0.0119491573,0.0067,0.0198045,NSGAII
0.0997625731,0.9941666667,0.1790653431,0.0119037105,0.0165,0.0305235,NSGAII
0.0903445195,0.9991666667,0.1142738442,0.0236741939,0.0498,0.0304515,NSGAII
0.0916168666,0.995,0.1209469596,0.0277890179,0.0236,0.0296175,NSGAII
0.0916606929,0.9941666667,0.1247437931,0.035718929,0.0192,0.018912,NSGAII
0.0935864112,0.9983333333,0.1192376551,0.0312624424,0.0392,0.0236475,NSGAII
0.0950971435,0.9966666667,0.1299759428,0.0199743367,0.0504,0.0307575,NSGAII
0.1003323083,0.9966666667,0.1745612959,0.0147115505,0.0107,0.0254925,NSGAII
0.0885182453,0.9983333333,0.1077383047,0.0233740822,0.0692,0.031125,NSGAII
0.0908121092,0.9958333333,0.1207493751,0.0324854443,0.0223,0.023945,NSGAII
0.0923320798,0.9933333333,0.12415603,0.0318366773,0.0187,0.0269435,NSGAII
0.0961966812,0.9983333333,0.1365070599,0.0319981176,0.0203,0.0153255,NSGAII
0.0940940271,0.9966666667,0.1319428334,0.0316229882,0.0185,0.0276405,NSGAII
0.0934228111,0.9941666667,0.13226443,0.0428288619,0.0114,0.0197475,NSGAII
0.0969809589,0.9983333333,0.1404141362,0.02565036,0.018,0.0266265,NSGAII
0.094139265,0.9966666667,0.1191324046,0.0227878062,0.0399,0.0270705,NSGAII
0.098013266,0.9925,0.1476943025,0.0174450488,0.0149,0.0263925,NSGAII
0.0942680553,0.9991666667,0.1199942051,0.0354369865,0.0219,0.0189165,NSGAII
0.0992358126,0.9925,0.1376774603,0.0144612581,0.0235,0.0414315,NSGAII
0.0980112478,0.995,0.1383232967,0.0156317605,0.0628,0.030392,NSGAII
0.1025011443,0.9941666667,0.1941465334,0.0079537735,0.011,0.032221,NSGAII
0.110401675,0.9983333333,0.2951036321,0.0011848541,0.0076,0.0102265,NSGAII
0.0926303943,0.9908333333,0.1199249268,0.036821186,0.0144,0.018897,NSGAII
0.10096596,0.9966666667,0.1687427709,0.0199321139,0.0091,0.018167,NSGAII
0.0971470584,0.9941666667,0.1597368638,0.0158350338,0.0436,0.029231,NSGAII
0.0902699204,0.9966666667,0.1230514802,0.0315181711,0.0234,0.0272685,NSGAII
0.0898597212,0.9975,0.1188215969,0.0295930086,0.0284,0.0278695,NSGAII
0.0898809304,0.9983333333,0.1171248079,0.0298099867,0.0326,0.027871,NSGAII
0.0898771915,0.9908333333,0.1263933497,0.0347609657,0.0228,0.0269365,NSGAII
0.096441976,0.99,0.1480036663,0.0198808783,0.0121,0.0214325,NSGAII
0.0945070623,0.9958333333,0.1168809373,0.0193204577,0.0729,0.0318485,NSGAII
0.1007550143,0.9983333333,0.1684102395,0.0153907226,0.0377,0.027945,NSGAII
0.1094571465,0.9916666667,0.2071248325,0.0045693443,0.0076,0.0314975,NSGAII
0.0905998727,0.9975,0.1178928829,0.0300237255,0.0278,0.0246235,NSGAII
0.1006698676,0.9983333333,0.1705672519,0.0234524432,0.0105,0.0203015,NSGAII
0.0969617647,0.99,0.153643786,0.0196103366,0.0114,0.024375,NSGAII
0.1059327169,0.995,0.2051773972,0.0079500764,0.024,0.027747,NSGAII
0.0893610407,0.9991666667,0.1055437885,0.0239072912,0.0638,0.0310725,NSGAII
0.0942132087,0.9983333333,0.1202037723,0.0222015618,0.0451,0.02934,NSGAII
0.1070194337,0.9966666667,0.3292836858,4.94E-04,0.0021,0.007965,NSGAII
0.0981073344,0.9916666667,0.1186472081,0.0230440484,0.0367,0.0235665,NSGAII
0.1004414907,0.9966666667,0.1785961377,0.0214465294,0.0074,0.023793,NSGAII
0.096739009,0.9975,0.1454535057,0.0198973327,0.0283,0.027057,NSGAII
0.0962814928,0.9991666667,0.1307862367,0.0199352267,0.0418,0.032316,NSGAII
0.0952711204,0.9991666667,0.139930544,0.0311604134,0.0174,0.0239525,NSGAII
0.0908035589,0.9925,0.1278640413,0.0359973283,0.0231,0.018909,NSGAII
0.0953823769,0.9991666667,0.1385860386,0.0332148118,0.0244,0.0159765,NSGAII
0.0919007142,0.99,0.1185047511,0.0315975027,0.0154,0.0294495,NSGAII
0.0917062805,0.9975,0.1169914489,0.0301683001,0.0271,0.0237805,NSGAII
0.1021351132,0.9975,0.2064010826,0.0118228761,0.0142,0.0258145,NSGAII
0.102583527,0.995,0.1853419197,0.0159629665,0.0092,0.0158615,NSGAII
0.0974536072,0.9925,0.1521916487,0.0198469885,0.0112,0.026193,NSGAII
